id_i,id_j,x,Y
1,2,4.338789224390965,3.797013299557592
1,3,1.8730908723050432,1.5921109442290609
1,4,0.17695829396163823,1.918955391054789
1,5,0.25707977717187647,1.5321939816913024
1,6,7.49153653104491,4.588389192163725
1,7,1.7984114550939785,1.3562545269835558
1,8,0.4312784979583344,0.8494082556189386
1,9,5.529866706485192,3.1586717876950114
1,10,0.04791292010934384,2.0675131398487645
1,11,0.16544104897124917,1.1649411396005371
1,12,0.9819256854499668,2.0660656139982994
1,13,6.641033262864902,3.686840606927337
1,14,0.19956644796899264,1.1903007887829982
1,15,0.411712981903654,1.7947874603561162
1,16,0.4241647626659751,1.0445770003664796
1,17,10.834371749792064,6.932743104356903
1,18,10.708711007875785,5.812071547935009
1,19,4.366781314469558,2.501654884925487
1,20,2.166245288775722,2.272822950426929
1,21,3.323326007352219,2.4720747863898334
1,22,6.637644408738977,4.639849549005404
1,23,0.022439061786152563,0.022275565132851782
1,24,5.114199739906168,3.913232187688343
1,25,0.028308084186908,2.313306005728111
1,26,0.20059568897565236,1.087984853772086
1,27,3.970995965018153,3.002569046963997
1,28,0.11768336900053167,1.1486164268196055
1,29,0.8940872747941131,0.516055782001163
1,30,0.05012033238215257,1.2381334860362312
1,31,0.6889186465243158,0.5417544512541757
1,32,2.93422683012279,2.253273615999493
1,33,0.4704622411651544,1.8566658953844457
1,34,0.14880566146543792,0.7067943526826808
1,35,4.052543567803634,3.276896278685517
1,36,0.8317347350366712,1.9222368944965207
1,37,1.1847811328440274,1.7317609944700136
1,38,3.1465555810179624,1.887803555461677
1,39,0.04247484412510436,0.8549997843868452
1,40,1.8748672709476923,2.9171393066679894
1,41,0.07854795747258074,0.026751097237554866
1,42,0.41221393732543504,1.0682139617296298
1,43,0.48265089773169045,0.9652714131217912
1,44,2.7537293837135555,2.437238373405347
1,45,2.0284016236954447,2.3883086204413373
1,46,1.1530466737055838,2.3808688208638182
1,47,12.096455266438587,6.913111437214715
1,48,2.2456304143659183,2.528985872171369
1,49,4.2616094973364165,3.380674821100795
1,50,11.047473216178831,6.760910257025316
1,51,0.043453370232197766,0.7397647193528627
1,52,0.002194209790923433,0.5024363705075114
1,53,8.005180840751446,4.452568864065375
1,54,0.08269527874028522,0.6631290346705809
1,55,1.2439249474282088,1.7828057616472175
1,56,4.6437947312988355,3.7023720622135823
1,57,3.9059079161997845,3.1146883820283398
1,58,8.068535607466918,4.759790255635589
1,59,6.662979285086514,5.234474697509494
1,60,4.6441253071987765,4.081495465415158
1,61,0.09792010864872942,0.871959997949278
1,62,3.5362549426289824,2.3564117683216583
1,63,1.9597272833479862,2.0449711187529775
1,64,0.057905134230102726,1.6626018896422279
1,65,6.264656831734887,4.298710904494501
1,66,3.58294600166272,3.069747353286382
1,67,1.2794340016180226,1.5336769396711982
1,68,0.7268219661345419,1.5915464306683862
1,69,0.012694650899419999,1.7786195511777791
1,70,1.6516225434530587,1.705976880987674
1,71,2.415132703156468,2.27922021783217
1,72,0.0647578406945869,1.1592871586221072
1,73,5.052760624530635,3.668242990150836
1,74,0.00013392144121156767,0.29412252268499217
1,75,1.0763434754046617,0.5997374097653837
1,76,4.517145328266498,2.7487451286723292
1,77,0.4654849369254349,1.3167136161635515
1,78,0.9208341137227347,1.737345139862973
1,79,0.0615604976846146,0.7654429689554951
1,80,0.2707455540420648,1.8240015184546858
2,3,0.5103201371543408,1.1835720814140769
2,4,6.268214053276866,4.144265025755745
2,5,2.483604844784937,2.1448204871161374
2,6,0.42783515468922506,1.280930973717945
2,7,11.723945077569763,7.214209575806683
2,8,2.034212097757137,2.3499327678347344
2,9,0.0721410243563277,0.5868590418733688
2,10,3.474816051877932,3.4992399141782298
2,11,2.8097523708230345,1.8573629566980583
2,12,1.1925828464577706,1.6359049302741915
2,13,0.2440796513380454,0.9848415389078464
2,14,2.677305695601842,1.814157009141677
2,15,2.077424691948694,2.0011520519874315
2,16,2.049755504364246,1.6544708655359237
2,17,1.4606768227181761,1.766792032997114
2,18,1.4147690417696137,1.9089275014944904
2,19,4.5003318781295465e-05,1.7359871861460263
2,20,0.3735153812295461,1.3404497999284803
2,21,0.06758797329238381,0.7281813164937794
2,22,0.24343031887058028,0.9259052540754893
2,23,3.7371822638896526,2.938580185002108
2,24,0.03185639482588986,1.0626586121440205
2,25,5.068019017853049,4.263804143040735
2,26,2.6735420327500927,3.034447481253524
2,27,0.008143302861430092,0.8246036883095844
2,28,5.885602865003617,3.668480368408709
2,29,1.293710986774216,0.36832819135317885
2,30,3.4562540832726887,2.4536668349752344
2,31,1.5699208329259773,1.2959315634208468
2,32,14.409119123403837,8.02714733265451
2,33,7.666688430705269,5.02913633652769
2,34,2.8805648295169304,2.528878579357959
2,35,0.00488363576103164,0.9874578143567447
2,36,1.3711968053495442,1.785389458219029
